Blog	book	way	company	build	latest	episode	go	deep	into	talking	process	find	most	real	life	keep	reading	recently	someone	here	know	your	team	wrote	day	questions	asked	part	our	something	happened	me	entire	earlier	month	released	stop	running	work	getting	product	goes	small	great	do	being	than	might	if	want	there	no	been	made	even	human	may	around	five	open	support	well	every	single	read	am	my	won	tell	anyone	think	were	bad	m	g	would	among	them	re	sure	six	phone	put	out	call	twitter	he	order	all	hour	back	down	since	including	job	few	people	over	pay	less	now	self	successful	web	app	first	business	us	away	take	some	america	said	different	john	isn	same	thing	d	like	co	july	also	so	please	don	did	times	get	their	york	debate	important	who	never	while	trump	will	because	could	had	person	just	doing	morning	after	post	happy	moment	american	quite	perhaps	really	time	possible	everything	good	things	started	better	until	rather	years	though	does	amazon	love	much	give	off	page	last	through	site	still	his	ideas	system	aren	able	kind	according	yet	again	full	technology	these	going	actually	later	hard	feel	too	only	world	end	car	many	must	stuff	got	used	fact	ever	during	national	security	u	president	says	case	let	took	went	general	best	bit	money	past	its	science	room	whether	making	another	any	health	nice	side	care	industry	other	public	maybe	third	set	businesses	anything	power	along	then	need	long	enough	make	start	ll	pretty	mean	taking	others	nothing	stay	home	change	always	internet	should	media	why	ve	months	today	finally	least	building	friend	continue	myself	comes	nearly	seven	year	see	data	help	ask	right	say	two	under	second	where	found	group	watch	facebook	mind	man	ago	question	fix	tech	version	series	week	thanks	helping	friends	own	write	writing	posts	usually	original	those	cool	ten	list	price	high	easy	appeared	next	online	him	short	drive	share	favorite	try	use	official	cost	days	left	once	often	service	especially	else	photos	san	art	higher	looks	four	career	social	summer	experience	nbsp	doesn	matter	early	place	example	growing	thinking	true	probably	google	working	called	live	future	news	number	services	together	show	blog	idea	top	link	using	b	each	which	both	based	look	via	very	free	create	added	watching	fun	name	smart	living	feature	search	results	several	run	links	come	hand	simple	already	photo	hit	game	lost	seem	makes	design	street	view	content	tools	traffic	needs	old	play	tool	within	users	little	against	coming	brand	email	features	story	green	companies	far	report	talk	lot	water	large	video	shows	apple	line	almost	pro	point	amp	age	big	kids	movie	th	her	city	youtube	young	woman	known	she	remember	course	done	before	project	update	deal	seen	million	following	personal	ways	half	tv	night	family	network	turn	local	without	com	check	looking	key	music	bring	available	learn	event	couple	playing	itself	space	weeks	didn	places	problem	community	wanted	whole	learned	sense	face	trying	state	level	school	led	yes	thought	clear	program	takes	understand	become	helped	lives	couldn	wasn	between	everyone	light	means	such	cover	three	stories	party	spend	camera	hope	having	cnn	donald	house	article	minutes
Lifehack - Feed	0	2	0	0	0	2	2	0	1	0	0	1	2	0	8	3	0	0	0	0	0	14	0	0	1	0	1	0	4	1	0	1	0	0	0	0	0	0	8	0	0	0	0	1	3	0	1	1	4	2	7	5	2	0	1	0	1	1	0	1	0	1	0	0	10	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	3	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	5	0	0	0	1	1	1	0	0	2	0	3	0	1	1	0	0	1	0	2	0	0	0	2	1	3	0	2	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lifehacker	0	5	1	0	0	0	2	0	3	1	2	0	1	1	4	2	0	2	0	0	3	16	1	0	6	0	0	1	2	2	0	4	1	0	2	0	1	1	0	0	2	0	1	1	1	0	2	5	3	2	0	1	1	1	3	0	0	2	0	0	2	2	3	0	21	3	7	0	0	0	1	0	0	0	0	0	0	3	6	1	0	1	0	3	2	0	0	0	0	1	1	0	0	1	0	2	2	0	0	1	3	0	0	0	1	3	0	2	0	1	2	0	0	1	0	1	0	0	0	3	1	0	0	1	2	1	0	1	3	2	0	0	1	2	1	0	0	3	2	0	2	0	3	0	0	1	1	0	0	1	0	0	2	3	0	0	4	1	1	2	0	0	2	0	0	2	0	2	0	1	0	0	0	0	3	1	0	0	0	0	0	1	0	0	1	0	6	1	1	0	0	1	1	1	2	1	2	3	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	2	1	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	1	2	2	1	1	0	0	0	1	0	3	1	1	0	2	0	1	2	1	1	1	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	2	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	7	1	1	0	0	0	0	0	0	0	0	2	1	2	0	0	0	1	0	0	0	0	2	0	1	4	0	0	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	2	0	5	0	0	0	0	0
Little Green Footballs	1	3	0	0	4	1	1	1	8	2	0	0	2	1	1	0	1	0	0	7	1	0	1	4	2	0	1	0	7	2	1	2	0	1	0	1	1	0	2	0	0	1	0	1	10	0	1	2	5	7	2	1	0	6	2	1	3	1	0	2	5	1	2	1	2	0	1	2	2	0	1	1	0	2	0	2	1	1	3	0	1	0	0	2	0	8	35	1	3	0	6	1	1	0	1	0	10	3	1	0	5	1	0	1	0	1	0	4	0	1	8	4	4	0	3	1	1	2	2	5	3	11	2	3	0	6	1	0	0	0	1	3	0	7	2	0	29	5	3	12	1	0	5	3	0	2	4	0	0	1	0	0	2	3	0	3	3	1	2	0	0	0	1	1	2	0	5	3	2	2	1	4	0	1	2	11	0	0	0	0	0	2	1	1	0	0	5	1	0	3	0	3	1	1	1	1	0	0	0	2	0	1	2	0	1	0	1	0	11	3	0	2	1	0	0	0	2	1	0	2	0	0	0	1	5	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	6	1	2	1	1	0	2	0	0	0	0	1	0	0	0	1	1	1	4	1	1	0	4	1	3	0	0	0	0	0	0	0	1	2	0	0	1	5	1	2	0	1	1	0	1	2	8	2	0	0	2	0	0	1	0	4	0	1	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	5	0	2	0	0	1	0	1	0	0	0	2	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	9	1	0	0	3	2	1	1	0	0	1	0	7	2	0	3	1	4	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	1	5	0	0	0	0	1	3	0	1	0	0	0	0	0	17	1	0	0	0	0	1	1	0	8	0	1	2	6	3	24	0	0	0	6	0	3	1	4	0	0	0	1	4	0	1	0	0	1	0	0	0	1	0	2	27	0	2	0	7	1	3	0	2	1	1	0	0	0	2	0	0	1	3	0	0	0	2	1	0	0	0	1	0	2	0	2	4	0	1	0	0	0	1	1	1	0	0	1	0	2	1	1	0	0	0	0	4	5	6	0	0
Make: DIY Projects and Ideas for Makers	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	1	0	0	2	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	2	0	1	0	0	0	4	0	2	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	22	0	0	1	0	0	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	2	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Matt Cutts: Gadgets, Google, and SEO	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	3	1	1	1	2	1	1	0	0	1	1	0	1	1	1	0	1	2	0	0	0	3	0	0	0	0	2	4	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	5	0	2	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	1	1	4	1	0	0	0	0	0	1	0	0	0	7	1	0	3	0	0	0	0	0	0	1	1	3	0	0	2	2	0	0	0	0	3	2	0	0	0	1	0	2	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	2	0	1	0	0	0	1	0	0	4	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	1	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	1	1	0	0	0	2	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
mezzoblue	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	3	0	0	0	0	0	0	0	3	1	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	0	4	0	0	1	0	0	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	6	1	2	3	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neil Gaiman's Journal	46	14	1	2	0	10	24	1	21	11	4	14	14	4	10	5	15	1	13	41	10	24	3	17	14	9	12	8	12	29	2	87	1	2	5	1	4	6	26	12	0	9	12	8	41	10	17	5	64	17	64	14	36	20	32	3	10	7	2	1	4	8	2	1	36	22	88	5	11	4	9	26	9	57	1	39	1	56	15	9	3	2	14	53	3	2	73	1	55	4	23	8	8	5	2	15	49	24	8	6	28	4	0	0	1	21	1	30	11	13	41	3	15	6	2	9	9	21	25	44	10	1	14	65	3	17	22	12	35	20	12	0	1	54	12	12	0	65	39	29	60	10	27	26	6	16	8	5	2	22	7	6	20	42	2	8	37	58	12	6	6	3	32	3	6	4	27	28	7	11	9	25	10	0	13	44	3	0	3	1	11	1	8	13	2	1	12	24	8	5	8	7	26	27	26	5	0	16	4	7	22	3	1	12	5	0	0	0	0	1	3	11	13	26	1	8	14	20	1	6	2	2	1	10	12	10	0	2	4	1	0	22	7	4	1	8	0	5	3	4	37	16	14	7	35	2	17	1	2	2	4	6	2	7	6	7	5	12	2	7	31	6	5	4	4	1	5	1	7	6	2	2	48	25	0	9	4	10	3	27	1	6	27	6	1	5	2	4	12	32	3	0	0	2	5	7	1	2	14	10	14	21	0	2	8	7	1	2	2	2	3	2	1	17	3	29	7	2	5	0	4	2	2	2	29	8	5	3	0	4	6	3	10	15	0	2	7	1	1	2	2	328	1	5	6	6	0	0	5	6	6	2	5	10	6	0	3	5	0	7	6	12	7	1	9	3	4	9	33	7	3	8	3	24	4	0	3	3	6	4	3	2	0	0	2	7	2	4	9	3	3	3	8	1	0	2	3	7	3	1	0	1	0	0	1	10	1	1	1	0	10	1	7	2	2	2	9	0	0	1	0	11	15	3	2	7	3	1	7	9	0	1	1	0	7	1	4	19	17	1	2	5	0	1	24	7	0	14	17	0	0	0	4	3	1	3	2	5	4	11	10	0	4	1	9	26	1	5	0	4	0	6	5	9	11	2	2	0	10	12	3	0	1	6	5	7	2	0	9	1	1	1	1	2	9	1	3	1	5	4	3	2	0	9	10	9	5	7	10	11	9	19	2	2	0	20	6	0	0	4	3	7
Derek Powazek	6	0	1	0	0	0	4	0	4	1	1	1	2	0	5	0	4	0	0	6	6	6	0	1	2	1	0	2	3	8	0	15	0	0	0	0	0	0	3	2	1	2	2	5	7	0	2	1	9	1	7	2	8	2	1	0	0	1	0	1	0	2	3	1	0	3	22	0	0	0	4	2	3	12	1	0	0	2	7	1	2	0	1	9	1	1	5	0	10	0	2	2	1	0	1	5	2	5	0	1	10	1	0	1	0	3	1	4	1	1	3	0	3	0	0	0	3	4	2	9	0	0	2	7	0	4	4	1	6	4	0	0	0	1	3	1	0	5	3	1	3	0	11	1	2	4	3	4	1	0	0	0	2	4	1	2	1	1	2	0	0	0	5	0	0	0	1	1	0	1	1	7	1	2	4	3	0	0	0	1	1	0	1	2	1	0	2	4	0	1	3	5	2	1	3	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	3	3	0	1	0	3	0	1	0	0	0	0	3	0	0	2	0	0	0	3	0	1	0	0	0	1	0	1	7	1	1	5	1	0	4	0	0	1	0	0	0	0	1	4	1	1	2	1	11	2	2	0	0	0	1	4	0	1	0	0	4	3	0	0	1	4	3	9	1	0	0	1	0	1	0	0	1	2	0	1	1	0	0	3	0	0	2	2	3	2	0	0	0	1	2	0	0	0	1	2	0	1	2	2	1	0	1	0	1	0	0	2	4	1	2	2	0	2	1	2	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	2	0	1	1	0	1	3	1	0	2	2	1	0	1	2	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	7	1	1	0	0	1	3	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	9	0	1	0	2	0	7	0	1	1	1	0	1	1	1	0	1	0	1	0	0	2	1	1	0	0	0	1	0	1	1	0	0	1	0	0	4	0	2	0	2	1	1	0	3	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	4	1	0	0	0	0	4	1	0	0	1	2	0	0	0	0	0	1
ProBlogger	0	3	0	14	0	14	0	0	8	0	0	0	6	0	7	0	0	0	0	0	4	54	0	0	3	3	2	1	0	3	0	1	0	0	0	0	0	0	2	0	0	0	0	2	12	4	2	2	7	6	2	2	1	0	3	0	0	2	0	0	0	1	0	1	0	0	7	0	0	0	4	0	1	2	0	1	0	2	10	0	7	0	1	2	0	0	6	0	2	0	2	0	1	0	0	1	6	1	3	0	3	0	4	0	0	41	11	2	0	1	1	1	0	1	1	0	1	1	1	3	0	0	2	2	0	13	0	1	10	3	0	0	2	1	2	2	0	1	3	1	1	0	1	2	0	0	62	0	0	0	1	1	0	4	0	0	3	11	2	0	0	1	4	0	2	0	0	5	0	0	5	0	0	0	1	5	0	0	1	1	0	0	0	4	1	0	0	1	0	0	1	5	0	2	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	6	0	0	0	0	1	4	1	1	0	0	0	0	0	4	0	0	0	0	4	0	0	0	3	4	0	3	3	2	0	0	0	0	1	0	0	0	0	1	0	9	1	3	4	1	0	0	0	0	0	0	0	0	0	3	0	0	0	7	3	0	1	0	0	0	1	0	0	0	7	0	0	3	2	0	0	0	0	0	0	0	0	0	7	5	6	0	0	1	0	0	0	0	0	3	40	0	3	0	0	1	0	0	0	9	0	0	1	0	0	1	0	1	1	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	39	0	1	0	2	0	0	1	0	14	1	0	2	0	3	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	14	0	5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	4	0	1	1	2	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	1	0	0	0	3	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	3
Quick Online Tips	4	4	2	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	2	0	2	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ReadWrite	0	2	7	0	1	0	1	0	0	0	0	1	5	0	1	2	0	1	0	1	0	15	3	0	1	1	0	1	8	2	0	0	0	0	0	0	0	2	3	1	1	0	0	0	1	1	2	0	1	0	6	3	1	3	2	2	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	1	0	1	1	2	1	0	0	0	0	4	1	0	0	0	1	0	1	0	0	0	1	0	2	3	0	1	2	4	2	0	1	22	4	3	1	2	2	0	0	2	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	4	0	0	0	1	1	6	0	0	0	0	2	0	1	1	0	1	20	0	0	1	0	0	0	2	4	3	1	2	0	4	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	2	4	0	0	0	0	0	0	1	5	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	3	0	0	1	2	1	0	0	0	0	3	0	0	0	0	3	1	1	0	0	0	4	0	0	0	0	3	1	1	3	0	1	0	0	0	0	0	1	4	2	2	1	0	1	0	2	0	3	0	0	5	0	1	0	0	1	3	2	2	6	1	1	1	0	1	0	0	0	0	0	0	4	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	2	2	0	20	1	0	0	0	1	0	1	0	2	0	0	1	0	1	0	1	0	0	0	0	2	0	0	2	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	2	0	4	2	0	1	3	0	0	0	3	3	5	0	0	0	1	1	3	1	0	0	1	1	0	0	1	0	0	0	0	4	3	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	2	7	0	0	0	0	0	0	0	0	2	0	2	0	1	1	0	3	0	1	1	0	1	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
Schneier on Security	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	2	1	1	0	0	0	0	1	0	0	0	2	0	1	0	2	0	2	0	1	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	2	0	1	1	0	1	1	1	0	0	0	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
